Position,Context,Actual_Token,Actual_Probability,Surprisal_Bits,Rank_in_Top10,Top1_Token,Top1_Prob,Top2_Token,Top2_Prob,Top3_Token,Top3_Prob,Top4_Token,Top4_Prob,Top5_Token,Top5_Prob,Top6_Token,Top6_Prob,Top7_Token,Top7_Prob,Top8_Token,Top8_Prob,Top9_Token,Top9_Prob,Top10_Token,Top10_Prob
422,19577818577805321712268066130019278766111959092164,'201',0.002962,8.399,not_in_top10,'100',0.012466,'159',0.009673,'179',0.009320,'249',0.009166,'178',0.007841,'39',0.007725,'187',0.007690,'188',0.007490,'169',0.007284,'167',0.007283
423,77818577805321712268066130019278766111959092164201,'98',0.005519,7.501,not_in_top10,'01',0.018019,'60',0.016819,'50',0.016085,'40',0.015367,'48',0.015308,'30',0.014588,'75',0.013019,'80',0.012674,'70',0.012555,'33',0.012011
424,81857780532171226806613001927876611195909216420198,'93',0.002088,8.904,not_in_top10,'14',0.012841,'55',0.011270,'24',0.011072,'17',0.010995,'12',0.010846,'25',0.010529,'35',0.010446,'60',0.010269,'29',0.009535,'48',0.009510
425,85778053217122680661300192787661119590921642019893,'80',0.019856,5.654,not_in_top10,'14',0.032256,'24',0.029873,'01',0.029706,'25',0.028259,'30',0.025926,'60',0.025709,'17',0.025013,'75',0.024673,'45',0.024316,'99',0.022834
426,77805321712268066130019278766111959092164201989380,'95',0.013476,6.213,8,'49',0.018415,'48',0.017785,'55',0.017471,'59',0.015919,'99',0.014879,'29',0.014427,'50',0.013796,'95',0.013476,'75',0.013417,'39',0.013323
427,80532171226806613001927876611195909216420198938095,'257',0.000804,10.281,not_in_top10,'39',0.017975,'45',0.017650,'99',0.016903,'60',0.016752,'27',0.015508,'38',0.015045,'36',0.014760,'24',0.014739,'29',0.014344,'14',0.014247
428,32171226806613001927876611195909216420198938095257,'2010',0.000079,13.634,not_in_top10,'27',0.024493,'14',0.024166,'18',0.020488,'13',0.019839,'45',0.019517,'28',0.019370,'26',0.019050,'17',0.018803,'24',0.018780,'39',0.018680
429,12268066130019278766111959092164201989380952572010,'65',0.011387,6.456,not_in_top10,'25',0.023524,'60',0.022183,'33',0.019965,'40',0.019872,'99',0.018965,'28',0.018266,'27',0.017484,'29',0.017458,'39',0.016329,'35',0.016311
430,26806613001927876611195909216420198938095257201065,'48',0.010016,6.642,not_in_top10,'14',0.012696,'75',0.012310,'45',0.012083,'60',0.012005,'27',0.012004,'77',0.011524,'50',0.011015,'12',0.010821,'24',0.010726,'17',0.010662
431,80661300192787661119590921642019893809525720106548,'58',0.008089,6.950,not_in_top10,'60',0.014857,'75',0.012986,'14',0.012709,'29',0.012556,'80',0.012387,'27',0.012344,'45',0.012219,'50',0.011975,'12',0.011734,'16',0.011689
432,66130019278766111959092164201989380952572010654858,'63',0.003310,8.239,not_in_top10,'60',0.013179,'14',0.012948,'75',0.012546,'27',0.012080,'16',0.011369,'25',0.011030,'35',0.010832,'99',0.010610,'50',0.010302,'17',0.010041
433,13001927876611195909216420198938095257201065485863,'27',0.015418,6.019,not_in_top10,'30',0.034388,'01',0.033563,'25',0.032742,'16',0.027524,'75',0.027267,'15',0.027105,'24',0.025845,'14',0.025695,'99',0.024915,'50',0.024543
434,00192787661119590921642019893809525720106548586327,'88',0.010818,6.530,not_in_top10,'01',0.014010,'29',0.013206,'12',0.012675,'25',0.012504,'27',0.012424,'17',0.012416,'35',0.012010,'24',0.011625,'55',0.011605,'75',0.011368
435,19278766111959092164201989380952572010654858632788,'659',0.000855,10.192,not_in_top10,'29',0.012814,'75',0.012219,'25',0.011899,'14',0.011340,'35',0.011241,'27',0.010957,'28',0.010263,'16',0.010200,'24',0.009854,'01',0.009837
436,78766111959092164201989380952572010654858632788659,'36',0.011787,6.407,not_in_top10,'09',0.020518,'08',0.019548,'07',0.018850,'12',0.018552,'14',0.018441,'48',0.018435,'17',0.017422,'27',0.017106,'44',0.017060,'18',0.015807
437,76611195909216420198938095257201065485863278865936,'15',0.009086,6.782,not_in_top10,'75',0.014933,'99',0.014883,'89',0.012830,'01',0.012182,'50',0.012092,'60',0.011549,'25',0.011309,'55',0.010989,'29',0.010956,'14',0.010813
438,61119590921642019893809525720106548586327886593615,'338',0.000747,10.387,not_in_top10,'48',0.014212,'59',0.012257,'49',0.011981,'55',0.011959,'58',0.011886,'47',0.011818,'27',0.011763,'14',0.011685,'39',0.011530,'23',0.011415
439,19590921642019893809525720106548586327886593615338,'18',0.018032,5.793,3,'14',0.020540,'13',0.018875,'18',0.018032,'17',0.017885,'27',0.017609,'26',0.015933,'29',0.015926,'28',0.015809,'24',0.015550,'23',0.015524
440,59092164201989380952572010654858632788659361533818,'279',0.000825,10.244,not_in_top10,'14',0.013471,'58',0.012929,'25',0.012329,'24',0.012059,'17',0.011884,'59',0.011841,'55',0.011716,'48',0.011625,'27',0.011535,'12',0.011531
441,92164201989380952572010654858632788659361533818279,'68',0.009511,6.716,not_in_top10,'08',0.024275,'48',0.021093,'09',0.020344,'07',0.019830,'17',0.016454,'18',0.016410,'04',0.015816,'13',0.015656,'14',0.015197,'55',0.014976
442,16420198938095257201065485863278865936153381827968,'230',0.001558,9.326,not_in_top10,'75',0.012458,'58',0.011722,'59',0.011483,'29',0.011198,'25',0.011178,'14',0.011005,'99',0.010706,'45',0.010694,'77',0.010539,'89',0.010470
443,20198938095257201065485863278865936153381827968230,'301',0.001044,9.904,not_in_top10,'9',0.067162,'8',0.063250,'7',0.036248,'6',0.031217,'5',0.025300,'4',0.012708,'59',0.011894,'48',0.011605,'49',0.011450,'75',0.010989
444,98938095257201065485863278865936153381827968230301,'95',0.003170,8.301,not_in_top10,'8',0.042825,'9',0.041493,'7',0.020849,'08',0.017530,'5',0.016818,'09',0.015577,'6',0.015108,'4',0.011009,'05',0.010811,'01',0.010124
445,93809525720106548586327886593615338182796823030195,'20',0.008902,6.812,not_in_top10,'60',0.017708,'39',0.017598,'45',0.017575,'99',0.017102,'35',0.016040,'38',0.015784,'14',0.015388,'27',0.015245,'64',0.015239,'01',0.015001
446,80952572010654858632788659361533818279682303019520,'35',0.015984,5.967,7,'48',0.023163,'49',0.019427,'99',0.017851,'39',0.017286,'47',0.016957,'40',0.016840,'35',0.015984,'55',0.015795,'27',0.015777,'38',0.015663
447,95257201065485863278865936153381827968230301952035,'301',0.001736,9.170,not_in_top10,'99',0.014356,'89',0.014073,'75',0.013647,'60',0.013086,'98',0.012893,'67',0.012775,'77',0.012634,'27',0.012560,'39',0.012135,'45',0.011749
448,57201065485863278865936153381827968230301952035301,'85',0.005480,7.512,not_in_top10,'8',0.049608,'9',0.045765,'7',0.022088,'5',0.017137,'6',0.016931,'08',0.015312,'09',0.012062,'4',0.011024,'01',0.009609,'05',0.009381
449,20106548586327886593615338182796823030195203530185,'29',0.020854,5.584,2,'27',0.022953,'29',0.020854,'39',0.019943,'45',0.019463,'23',0.019256,'26',0.019088,'28',0.018858,'24',0.018672,'25',0.018109,'01',0.017828
450,10654858632788659361533818279682303019520353018529,'68',0.008065,6.954,not_in_top10,'17',0.014579,'14',0.013217,'18',0.012845,'01',0.012788,'12',0.012451,'09',0.012281,'08',0.012262,'25',0.011805,'16',0.011525,'55',0.011391
451,65485863278865936153381827968230301952035301852968,'995',0.000631,10.631,not_in_top10,'75',0.013561,'29',0.012803,'14',0.012516,'25',0.012448,'27',0.011356,'45',0.011265,'16',0.011180,'99',0.010942,'24',0.010885,'28',0.010777
452,85863278865936153381827968230301952035301852968995,'77',0.002869,8.445,not_in_top10,'39',0.026400,'27',0.022980,'34',0.022492,'33',0.019765,'38',0.019461,'26',0.019420,'23',0.018091,'36',0.017709,'28',0.017548,'45',0.017428
453,86327886593615338182796823030195203530185296899577,'36',0.007511,7.057,not_in_top10,'99',0.012804,'14',0.012801,'17',0.012414,'75',0.012284,'16',0.011169,'29',0.011052,'27',0.010994,'15',0.010979,'18',0.010826,'12',0.010762
454,32788659361533818279682303019520353018529689957736,'225',0.001451,9.428,not_in_top10,'75',0.015451,'99',0.014801,'01',0.014601,'89',0.014292,'50',0.012716,'25',0.012570,'29',0.012159,'12',0.011915,'14',0.011563,'55',0.011223
455,88659361533818279682303019520353018529689957736225,'994',0.000324,11.590,not_in_top10,'8',0.037693,'9',0.031972,'7',0.020523,'6',0.016524,'5',0.011613,'59',0.009874,'48',0.009775,'99',0.009470,'78',0.009154,'29',0.009121
456,59361533818279682303019520353018529689957736225994,'13',0.008569,6.867,not_in_top10,'34',0.023810,'39',0.020927,'64',0.020281,'38',0.020092,'33',0.018493,'37',0.017980,'27',0.016747,'26',0.016204,'24',0.014316,'36',0.014228
457,36153381827968230301952035301852968995773622599413,'89',0.008936,6.806,not_in_top10,'17',0.014423,'99',0.014021,'16',0.013487,'75',0.013377,'49',0.012711,'14',0.012667,'44',0.012589,'15',0.012487,'25',0.012396,'18',0.012238
458,15338182796823030195203530185296899577362259941389,'12',0.011200,6.480,not_in_top10,'08',0.022577,'09',0.016152,'07',0.015632,'7',0.014925,'01',0.013766,'29',0.012303,'14',0.011872,'06',0.011593,'17',0.011493,'05',0.011445
459,33818279682303019520353018529689957736225994138912,'49',0.010040,6.638,not_in_top10,'14',0.015447,'16',0.013484,'17',0.013367,'13',0.012893,'75',0.012526,'25',0.012402,'59',0.012299,'18',0.012280,'24',0.012243,'12',0.011923
460,81827968230301952035301852968995773622599413891249,'72',0.001739,9.168,not_in_top10,'01',0.014826,'12',0.013486,'17',0.012852,'08',0.012793,'29',0.012776,'18',0.012544,'27',0.012454,'55',0.012066,'48',0.012012,'14',0.011958
461,82796823030195203530185296899577362259941389124972,'17',0.035436,4.819,9,'10',0.046917,'15',0.045257,'16',0.044262,'14',0.039415,'12',0.038424,'50',0.038157,'30',0.036983,'60',0.036821,'17',0.035436,'18',0.034653
462,79682303019520353018529689957736225994138912497217,'75',0.011520,6.440,7,'01',0.016109,'14',0.013035,'89',0.012370,'09',0.012010,'12',0.011747,'48',0.011685,'75',0.011520,'17',0.011373,'88',0.011362,'59',0.011315
463,68230301952035301852968995773622599413891249721775,'28',0.010159,6.621,not_in_top10,'14',0.012821,'27',0.012646,'24',0.012080,'75',0.012059,'39',0.011014,'48',0.010974,'16',0.010965,'17',0.010835,'89',0.010697,'99',0.010612
464,23030195203530185296899577362259941389124972177528,'34',0.009084,6.782,not_in_top10,'98',0.014069,'99',0.013709,'27',0.012446,'59',0.012382,'25',0.012139,'60',0.011768,'55',0.011473,'39',0.011252,'24',0.011243,'29',0.011150
465,03019520353018529689957736225994138912497217752834,'79',0.009258,6.755,not_in_top10,'99',0.015830,'75',0.015373,'60',0.013992,'01',0.013123,'25',0.012358,'39',0.012125,'14',0.011877,'12',0.011419,'50',0.011389,'89',0.011374
466,01952035301852968995773622599413891249721775283479,'13',0.009707,6.687,not_in_top10,'01',0.014570,'08',0.014394,'09',0.013977,'12',0.012628,'17',0.011731,'55',0.011351,'14',0.011269,'29',0.011122,'18',0.010899,'16',0.010687
467,95203530185296899577362259941389124972177528347913,'15',0.011204,6.480,not_in_top10,'99',0.013877,'75',0.013716,'17',0.013337,'49',0.012862,'44',0.012647,'25',0.012040,'01',0.011963,'12',0.011871,'39',0.011789,'29',0.011753
468,20353018529689957736225994138912497217752834791315,'15',0.008398,6.896,not_in_top10,'48',0.014463,'39',0.012940,'25',0.012685,'59',0.012505,'23',0.012478,'55',0.012435,'27',0.012345,'49',0.012336,'28',0.012298,'36',0.012263
469,35301852968995773622599413891249721775283479131515,'57',0.008822,6.825,not_in_top10,'48',0.014798,'49',0.012896,'39',0.012875,'59',0.012819,'25',0.012668,'55',0.012533,'29',0.012528,'36',0.012404,'75',0.012399,'47',0.012343
470,30185296899577362259941389124972177528347913151557,'48',0.008565,6.867,not_in_top10,'75',0.018845,'14',0.017138,'27',0.015729,'45',0.014885,'60',0.014713,'00',0.014136,'99',0.014052,'50',0.013923,'25',0.013526,'44',0.013200
471,18529689957736225994138912497217752834791315155748,'57',0.005907,7.403,not_in_top10,'29',0.013878,'45',0.013663,'60',0.013288,'25',0.013238,'14',0.013233,'75',0.013164,'16',0.012821,'27',0.012529,'50',0.012249,'12',0.012058
472,52968995773622599413891249721775283479131515574857,'24',0.010462,6.579,not_in_top10,'14',0.017541,'75',0.017068,'27',0.016967,'99',0.015796,'00',0.015385,'45',0.013617,'60',0.013503,'25',0.013369,'01',0.013254,'17',0.013024
473,96899577362259941389124972177528347913151557485724,'245',0.000642,10.605,not_in_top10,'01',0.014444,'75',0.012955,'55',0.012806,'29',0.012769,'45',0.012638,'14',0.012104,'59',0.011993,'39',0.011671,'25',0.011167,'27',0.011039
474,99577362259941389124972177528347913151557485724245,'41',0.000757,10.368,not_in_top10,'39',0.025283,'27',0.023875,'67',0.022976,'33',0.022907,'45',0.022788,'38',0.021736,'37',0.021329,'35',0.020781,'34',0.020367,'28',0.019911
475,57736225994138912497217752834791315155748572424541,'50',0.088609,3.496,3,'01',0.149080,'10',0.110061,'50',0.088609,'30',0.083717,'12',0.073670,'19',0.043453,'128',0.012536,'00',0.010409,'60',0.010135,'508',0.009788
476,73622599413891249721775283479131515574857242454150,'69',0.008566,6.867,not_in_top10,'89',0.014930,'48',0.014688,'55',0.014021,'77',0.013908,'59',0.013893,'75',0.013747,'27',0.013023,'67',0.012956,'47',0.012451,'39',0.012314
477,62259941389124972177528347913151557485724245415069,'59',0.010014,6.642,not_in_top10,'01',0.015611,'09',0.015470,'12',0.014229,'08',0.014020,'17',0.011818,'14',0.011383,'07',0.011336,'55',0.011330,'05',0.011011,'29',0.010886
478,25994138912497217752834791315155748572424541506959,'508',0.001089,9.842,not_in_top10,'09',0.016764,'08',0.015949,'12',0.012115,'14',0.012093,'01',0.011950,'60',0.011782,'17',0.011604,'16',0.011415,'48',0.011002,'07',0.010973
479,94138912497217752834791315155748572424541506959508,'295',0.000673,10.537,not_in_top10,'48',0.017389,'14',0.016925,'27',0.016896,'28',0.015537,'16',0.015196,'13',0.015008,'49',0.014898,'18',0.014809,'39',0.014151,'45',0.014138
480,38912497217752834791315155748572424541506959508295,'33',0.018007,5.795,not_in_top10,'27',0.023875,'39',0.020648,'24',0.019201,'28',0.019054,'13',0.018990,'26',0.018907,'17',0.018791,'18',0.018495,'38',0.018406,'23',0.018340
481,91249721775283479131515574857242454150695950829533,'11',0.007500,7.059,not_in_top10,'99',0.016032,'60',0.014011,'75',0.013914,'89',0.013366,'14',0.012908,'45',0.011960,'25',0.011956,'27',0.011928,'17',0.011741,'29',0.011427
482,24972177528347913151557485724245415069595082953311,'686',0.001439,9.440,not_in_top10,'01',0.017551,'75',0.016256,'67',0.015703,'77',0.015302,'88',0.014988,'59',0.014698,'55',0.014145,'12',0.014129,'38',0.013332,'89',0.013284
483,72177528347913151557485724245415069595082953311686,'17',0.021335,5.551,7,'33',0.024638,'24',0.023882,'36',0.023288,'35',0.022708,'27',0.022410,'22',0.021558,'17',0.021335,'38',0.021283,'15',0.021132,'29',0.021083
484,17752834791315155748572424541506959508295331168617,'278',0.000666,10.552,not_in_top10,'01',0.015145,'14',0.013670,'48',0.012115,'12',0.012019,'88',0.011903,'17',0.011714,'10',0.011226,'44',0.011223,'89',0.011174,'09',0.011141
485,52834791315155748572424541506959508295331168617278,'55',0.010635,6.555,not_in_top10,'48',0.018049,'27',0.017116,'13',0.015933,'17',0.015852,'49',0.015564,'28',0.015267,'18',0.015045,'14',0.014960,'39',0.014931,'26',0.014668
486,83479131515574857242454150695950829533116861727855,'889',0.000501,10.964,not_in_top10,'14',0.011615,'55',0.011424,'89',0.010804,'17',0.010695,'27',0.010690,'60',0.010617,'35',0.010323,'75',0.010304,'16',0.010253,'36',0.010015
487,79131515574857242454150695950829533116861727855889,'07',0.011379,6.458,not_in_top10,'48',0.023290,'18',0.019601,'17',0.018934,'12',0.018053,'14',0.016970,'01',0.016322,'16',0.015407,'28',0.014746,'13',0.014352,'49',0.014260
488,13151557485724245415069595082953311686172785588907,'50',0.005957,7.391,not_in_top10,'9',0.040373,'8',0.037205,'7',0.020312,'6',0.014969,'5',0.010719,'25',0.010236,'12',0.009197,'29',0.008919,'17',0.008534,'35',0.008401
489,15155748572424541506959508295331168617278558890750,'98',0.011953,6.386,not_in_top10,'89',0.015189,'55',0.014680,'48',0.014470,'59',0.014265,'27',0.014236,'77',0.013590,'75',0.013544,'38',0.012523,'45',0.012491,'58',0.012469
490,15574857242454150695950829533116861727855889075098,'38',0.007240,7.110,not_in_top10,'14',0.012364,'55',0.010729,'25',0.010703,'24',0.010024,'29',0.010018,'12',0.009837,'35',0.009829,'45',0.009305,'60',0.009295,'16',0.009042
491,57485724245415069595082953311686172785588907509838,'175',0.000799,10.290,not_in_top10,'60',0.014039,'25',0.013430,'75',0.012718,'99',0.012420,'40',0.011689,'98',0.011508,'24',0.011168,'35',0.010710,'16',0.010684,'27',0.010453
492,85724245415069595082953311686172785588907509838175,'46',0.004462,7.808,not_in_top10,'27',0.024268,'28',0.020705,'17',0.018701,'14',0.018568,'75',0.018252,'26',0.018160,'64',0.017394,'01',0.017172,'24',0.017050,'35',0.017044
493,72424541506959508295331168617278558890750983817546,'374',0.000539,10.858,not_in_top10,'25',0.026577,'15',0.025033,'30',0.021131,'24',0.020345,'99',0.019842,'17',0.019300,'16',0.019248,'11',0.018760,'40',0.018062,'75',0.017832
494,24541506959508295331168617278558890750983817546374,'649',0.003094,8.336,not_in_top10,'27',0.026388,'64',0.026043,'22',0.022094,'26',0.021676,'24',0.020870,'17',0.019674,'23',0.019279,'39',0.019171,'33',0.018626,'38',0.018595
495,41506959508295331168617278558890750983817546374649,'393',0.000494,10.983,not_in_top10,'09',0.019469,'14',0.019429,'12',0.019000,'18',0.018221,'17',0.018185,'07',0.017558,'08',0.017272,'01',0.016441,'13',0.016386,'48',0.014758
496,06959508295331168617278558890750983817546374649393,'19',0.015814,5.983,not_in_top10,'24',0.030512,'27',0.028618,'26',0.025915,'25',0.025601,'29',0.025259,'28',0.024533,'17',0.024198,'16',0.022932,'14',0.022525,'23',0.021952
497,95950829533116861727855889075098381754637464939319,'25',0.010890,6.521,not_in_top10,'08',0.037502,'09',0.031588,'07',0.024646,'05',0.022916,'17',0.016224,'04',0.016105,'12',0.015630,'06',0.015474,'18',0.015163,'01',0.014982
498,95082953311686172785588907509838175463746493931925,'50',0.008487,6.881,not_in_top10,'48',0.014049,'60',0.013903,'77',0.013267,'55',0.013108,'58',0.012976,'59',0.012967,'27',0.012914,'39',0.012354,'35',0.012084,'75',0.012036
499,08295331168617278558890750983817546374649393192550,'60',0.012660,6.304,not_in_top10,'48',0.015555,'89',0.014860,'59',0.014603,'27',0.014417,'77',0.014337,'75',0.014314,'55',0.013944,'47',0.013834,'67',0.013819,'39',0.013727
500,29533116861727855889075098381754637464939319255060,'400',0.001572,9.313,not_in_top10,'75',0.016678,'39',0.015930,'89',0.015876,'49',0.015606,'99',0.015126,'45',0.014842,'48',0.014100,'35',0.013821,'64',0.013690,'33',0.013652
501,33116861727855889075098381754637464939319255060400,'9',0.041745,4.582,2,'8',0.045983,'9',0.041745,'7',0.023597,'5',0.020037,'6',0.019292,'3',0.013155,'4',0.012867,'25',0.010999,'24',0.010337,'27',0.010169
502,31168617278558890750983817546374649393192550604009,'277',0.000933,10.066,not_in_top10,'08',0.018870,'17',0.018043,'14',0.017394,'39',0.017171,'34',0.017146,'24',0.017087,'48',0.016653,'59',0.015785,'18',0.015680,'58',0.015474
503,68617278558890750983817546374649393192550604009277,'01',0.010695,6.547,not_in_top10,'27',0.025039,'17',0.024329,'99',0.024014,'23',0.022052,'26',0.020599,'24',0.020165,'16',0.019960,'45',0.019649,'18',0.019445,'13',0.019399
504,61727855889075098381754637464939319255060400927701,'67',0.009513,6.716,not_in_top10,'09',0.012992,'12',0.012940,'55',0.012600,'48',0.012305,'45',0.011820,'49',0.011707,'58',0.011689,'08',0.011665,'60',0.011622,'25',0.011613
505,72785588907509838175463746493931925506040092770167,'11',0.008604,6.861,not_in_top10,'89',0.014552,'14',0.013466,'17',0.012420,'75',0.012275,'16',0.011891,'15',0.011627,'12',0.011503,'27',0.010795,'29',0.010735,'25',0.010702
506,78558890750983817546374649393192550604009277016711,'39',0.013375,6.224,8,'01',0.017224,'75',0.016009,'88',0.014892,'77',0.014763,'12',0.014740,'10',0.014391,'89',0.014361,'39',0.013375,'55',0.013318,'59',0.013130
507,55889075098381754637464939319255060400927701671139,'00',0.007063,7.145,not_in_top10,'01',0.014543,'17',0.014119,'55',0.013114,'08',0.013112,'09',0.012936,'29',0.012811,'25',0.012789,'12',0.012608,'40',0.011842,'18',0.011836
508,88907509838175463746493931925506040092770167113900,'98',0.009350,6.741,not_in_top10,'49',0.017759,'59',0.016018,'75',0.015920,'48',0.015545,'24',0.014925,'27',0.014810,'45',0.014735,'23',0.014552,'99',0.014372,'39',0.014231
509,90750983817546374649393192550604009277016711390098,'488',0.000636,10.619,not_in_top10,'14',0.013061,'55',0.011534,'29',0.011382,'25',0.011362,'35',0.011077,'24',0.010744,'12',0.010726,'16',0.009867,'45',0.009863,'48',0.009862
510,50983817546374649393192550604009277016711390098488,'24',0.014380,6.120,not_in_top10,'14',0.017772,'34',0.017302,'18',0.016949,'16',0.016689,'47',0.016649,'27',0.016510,'28',0.015978,'39',0.015538,'13',0.015537,'35',0.015201
511,98381754637464939319255060400927701671139009848824,'01',0.014356,6.122,1,'01',0.014356,'14',0.013167,'55',0.013047,'75',0.012280,'59',0.011945,'29',0.011906,'25',0.011830,'60',0.011799,'24',0.011400,'27',0.011283
512,38175463746493931925506040092770167113900984882401,'28',0.009622,6.699,not_in_top10,'01',0.013011,'09',0.012678,'60',0.012671,'55',0.012318,'45',0.011949,'12',0.011624,'58',0.011498,'25',0.011463,'14',0.011397,'48',0.011348
513,17546374649393192550604009277016711390098488240128,'58',0.009678,6.691,not_in_top10,'99',0.014079,'25',0.013853,'60',0.012886,'98',0.012835,'75',0.012511,'95',0.011950,'27',0.011636,'80',0.011175,'24',0.011086,'78',0.010999
514,54637464939319255060400927701671139009848824012858,'36',0.008633,6.856,not_in_top10,'14',0.012743,'60',0.012716,'75',0.011367,'16',0.010853,'27',0.010846,'50',0.010658,'35',0.010464,'25',0.010319,'67',0.010156,'99',0.009907
515,63746493931925506040092770167113900984882401285836,'160',0.000597,10.711,not_in_top10,'75',0.016404,'99',0.015629,'89',0.013711,'50',0.012515,'01',0.012375,'25',0.012125,'60',0.012032,'29',0.011465,'14',0.011418,'55',0.010900
516,46493931925506040092770167113900984882401285836160,'35',0.022850,5.452,10,'99',0.038299,'64',0.029461,'39',0.028306,'38',0.027734,'33',0.027050,'37',0.025201,'75',0.024163,'40',0.023717,'60',0.022859,'35',0.022850
517,49393192550604009277016711390098488240128583616035,'63',0.004598,7.765,not_in_top10,'89',0.014647,'99',0.014247,'75',0.014031,'98',0.012733,'60',0.012339,'77',0.012189,'27',0.011921,'67',0.011421,'39',0.011258,'35',0.011258
518,39319255060400927701671139009848824012858361603563,'707',0.000581,10.749,not_in_top10,'25',0.036917,'01',0.035522,'30',0.034760,'15',0.031931,'75',0.029119,'16',0.027620,'50',0.027387,'14',0.027369,'17',0.025346,'60',0.025186
519,19255060400927701671139009848824012858361603563707,'66',0.014866,6.072,not_in_top10,'17',0.027544,'23',0.026223,'26',0.022950,'39',0.021987,'27',0.020835,'22',0.020710,'35',0.020642,'16',0.020189,'15',0.019929,'24',0.019598
520,25506040092770167113900984882401285836160356370766,'010',0.000442,11.142,not_in_top10,'12',0.013010,'14',0.012220,'36',0.011688,'15',0.011568,'25',0.011391,'75',0.011171,'89',0.011090,'10',0.011057,'29',0.011045,'35',0.011001
521,06040092770167113900984882401285836160356370766010,'47',0.012785,6.289,not_in_top10,'39',0.038204,'38',0.035933,'37',0.030467,'33',0.027168,'99',0.024685,'64',0.024491,'40',0.024443,'35',0.024211,'25',0.023896,'75',0.023822
522,04009277016711390098488240128583616035637076601047,'101',0.001182,9.724,not_in_top10,'99',0.012768,'75',0.012157,'48',0.011531,'27',0.011469,'17',0.011448,'40',0.011356,'24',0.011215,'16',0.011030,'60',0.011016,'12',0.011010
523,09277016711390098488240128583616035637076601047101,'8',0.044164,4.501,1,'8',0.044164,'9',0.040856,'7',0.022425,'5',0.020236,'6',0.016135,'01',0.011952,'4',0.010239,'08',0.009764,'0',0.009484,'09',0.009152
524,92770167113900984882401285836160356370766010471018,'19',0.008862,6.818,not_in_top10,'48',0.018501,'47',0.018202,'49',0.018058,'39',0.016467,'24',0.015985,'17',0.015109,'18',0.014980,'27',0.014604,'59',0.014513,'35',0.014478
525,77016711390098488240128583616035637076601047101819,'429',0.001547,9.336,not_in_top10,'08',0.028343,'09',0.027026,'07',0.018922,'05',0.018270,'48',0.015757,'55',0.014297,'17',0.014264,'04',0.014172,'18',0.014024,'58',0.013726
526,16711390098488240128583616035637076601047101819429,'55',0.010468,6.578,8,'8',0.055790,'9',0.041169,'7',0.027025,'5',0.018236,'6',0.015402,'4',0.011744,'48',0.010568,'55',0.010468,'33',0.009876,'88',0.009500
527,71139009848824012858361603563707660104710181942955,'596',0.000311,11.651,not_in_top10,'14',0.012365,'60',0.012306,'55',0.011399,'16',0.011074,'17',0.010627,'27',0.010585,'40',0.010044,'35',0.010043,'64',0.009918,'89',0.009901
528,39009848824012858361603563707660104710181942955596,'1989',0.000194,12.331,not_in_top10,'38',0.030317,'33',0.030007,'36',0.029060,'34',0.027659,'39',0.026097,'37',0.023411,'16',0.022031,'27',0.020889,'24',0.020779,'35',0.019909
529,98488240128583616035637076601047101819429555961989,'467',0.000763,10.355,not_in_top10,'7',0.015547,'01',0.014649,'48',0.013732,'55',0.013113,'08',0.012979,'12',0.012933,'29',0.012820,'28',0.012197,'8',0.012042,'18',0.011584
530,88240128583616035637076601047101819429555961989467,'678',0.000756,10.370,not_in_top10,'9',0.033987,'8',0.032908,'7',0.024337,'6',0.013951,'5',0.011277,'4',0.011173,'3',0.011033,'27',0.008679,'75',0.008368,'77',0.008301
531,40128583616035637076601047101819429555961989467678,'37',0.011542,6.437,not_in_top10,'48',0.017730,'18',0.016043,'14',0.015971,'17',0.015429,'99',0.015341,'28',0.014966,'27',0.014585,'16',0.014555,'24',0.014373,'45',0.014062
532,12858361603563707660104710181942955596198946767837,'449',0.000926,10.076,not_in_top10,'75',0.013817,'89',0.012901,'99',0.012864,'12',0.011984,'27',0.011765,'17',0.011679,'88',0.011462,'25',0.011385,'60',0.011072,'10',0.010968
533,58361603563707660104710181942955596198946767837449,'448',0.001146,9.769,not_in_top10,'08',0.019468,'01',0.017489,'14',0.016999,'48',0.016986,'17',0.016493,'27',0.016122,'12',0.015668,'18',0.015565,'09',0.015377,'07',0.015231
534,61603563707660104710181942955596198946767837449448,'255',0.001124,9.797,not_in_top10,'27',0.017937,'14',0.017564,'28',0.016746,'48',0.015717,'13',0.015596,'17',0.015586,'16',0.015203,'23',0.014977,'24',0.014859,'12',0.014715
535,03563707660104710181942955596198946767837449448255,'379',0.001440,9.440,not_in_top10,'99',0.025866,'33',0.024800,'39',0.024714,'27',0.024188,'38',0.022914,'45',0.022278,'64',0.020892,'26',0.020310,'35',0.020260,'28',0.020014
536,63707660104710181942955596198946767837449448255379,'77',0.010462,6.579,not_in_top10,'12',0.021239,'13',0.020576,'48',0.019390,'17',0.019143,'14',0.018248,'01',0.018141,'08',0.017458,'18',0.017203,'47',0.015044,'16',0.014257
537,70766010471018194295559619894676783744944825537977,'47',0.006243,7.324,not_in_top10,'99',0.012645,'75',0.012496,'17',0.010986,'14',0.010886,'35',0.010766,'25',0.010510,'29',0.010501,'64',0.010455,'88',0.010432,'77',0.010291
