Position,Context,Actual_Token,Actual_Probability,Surprisal_Bits,Rank_in_Top10,Top1_Token,Top1_Prob,Top2_Token,Top2_Prob,Top3_Token,Top3_Prob,Top4_Token,Top4_Prob,Top5_Token,Top5_Prob,Top6_Token,Top6_Prob,Top7_Token,Top7_Prob,Top8_Token,Top8_Prob,Top9_Token,Top9_Prob,Top10_Token,Top10_Prob
210,"se;
  }
  
  for (let i = 5; i * i <= num; i += 6)",' {',0.964740,0.052,1,' {',0.964740,'\n',0.021290,' ',0.004363,' if',0.001219,' return',0.000372,' {}',0.000253,' (',0.000239,' let',0.000231,' +',0.000213,' //',0.000198
211,";
  }
  
  for (let i = 5; i * i <= num; i += 6) {",'\n',0.589914,0.761,1,'\n',0.589914,' ',0.395646,' if',0.003167,' \xa0',0.003035,'\n\xa0',0.000634,' let',0.000551,'\xa0',0.000409,' }',0.000358,' //',0.000278,' i',0.000268
212,"
  }
  
  for (let i = 5; i * i <= num; i += 6) {
",' ',0.011593,6.431,2,'\n',0.985696,' ',0.011593,'\xa0',0.000472,'.',0.000202,' (',0.000161,"','",0.000120,' .',0.000101,' |',0.000098,'\\',0.000096,"' ""'",0.000075
213,"  }
  
  for (let i = 5; i * i <= num; i += 6) {
 ",' ',0.995981,0.006,1,' ',0.995981,'\xa0',0.001228,' \xa0',0.000382,' }',0.000252,' *',0.000226,'\n',0.000224,' .',0.000143,' i',0.000107,' e',0.000059,' [',0.000057
214," }
  
  for (let i = 5; i * i <= num; i += 6) {
  ",' ',0.972813,0.040,1,' ',0.972813,' }',0.001413,' if',0.001369,' a',0.000962,' t',0.000867,' b',0.000829,' i',0.000818,' c',0.000763,' x',0.000619,' id',0.000606
215,"}
  
  for (let i = 5; i * i <= num; i += 6) {
   ",' if',0.149465,2.742,2,' a',0.161309,' if',0.149465,' ',0.134243,' temp',0.119204,' b',0.049286,' for',0.031491,' return',0.026060,' i',0.012993,' n',0.012827,' num',0.011213
216," 
  for (let i = 5; i * i <= num; i += 6) {
    if",' (',0.914513,0.129,1,' (',0.914513,' (!',0.028336,' ((',0.019735,' (*',0.006870,'(',0.002379,' (_',0.002029,' n',0.001910,' a',0.001681,' i',0.001554,' !',0.001551
217,"  for (let i = 5; i * i <= num; i += 6) {
    if (",'num',0.360881,1.470,2,'i',0.364927,'num',0.360881,'n',0.038193,'a',0.033975,'is',0.008062,'b',0.004866,'x',0.004640,'c',0.004511,'m',0.004127,'f',0.003311
218,"or (let i = 5; i * i <= num; i += 6) {
    if (num",' %',0.531854,0.911,1,' %',0.531854,' ==',0.092651,' <=',0.090490,' <',0.049148,' >=',0.039033,' >',0.035320,' ===',0.027953,' *',0.022470,' !',0.014369,' +',0.010855
219," (let i = 5; i * i <= num; i += 6) {
    if (num %",' i',0.013644,6.196,8,' 2',0.466018,' 3',0.199504,' 4',0.086884,' 5',0.074671,' 1',0.040135,' 6',0.033194,' 7',0.017071,' i',0.013644,' 10',0.011791,' 8',0.011401
220,"let i = 5; i * i <= num; i += 6) {
    if (num % i",' ===',0.532116,0.910,1,' ===',0.532116,' ==',0.181710,' >',0.052046,' %',0.045239,' >=',0.036976,' <=',0.023031,' <',0.020853,')',0.018232,' !=',0.010601,' !',0.010436
221,"i = 5; i * i <= num; i += 6) {
    if (num % i ===",' 0',0.506503,0.981,1,' 0',0.506503,' 1',0.121749,' 3',0.079271,' 2',0.055714,' -',0.035531,' num',0.027337,' 5',0.026804,' 4',0.019579,' 6',0.015392,' 7',0.011978
222,"= 5; i * i <= num; i += 6) {
    if (num % i === 0",' ||',0.635461,0.654,1,' ||',0.635461,')',0.240326,' &&',0.102761,'){',0.008202,' )',0.002045,' or',0.001571,'||',0.001427,';',0.001422,' ===',0.000463,' +',0.000358
223,"; i * i <= num; i += 6) {
    if (num % i === 0 ||",' num',0.900569,0.151,1,' num',0.900569,' ',0.012413,' i',0.012371,' (',0.009073,' !',0.008741,' n',0.005908,'num',0.004248,' 0',0.001878,' a',0.001540,' *',0.001253
224,"* i <= num; i += 6) {
    if (num % i === 0 || num",' %',0.991231,0.013,1,' %',0.991231,'%',0.001605,' *',0.001409,' +',0.000696,' !',0.000528,' /',0.000499,' <=',0.000292,' >=',0.000289,' ==',0.000280,' <',0.000275
225,"i <= num; i += 6) {
    if (num % i === 0 || num %",' (',0.008732,6.839,not_in_top10,' i',0.519312,' 3',0.126296,' j',0.064610,' 1',0.033584,' 7',0.030429,' 5',0.024667,' 9',0.022253,' 2',0.021620,' n',0.011365,' ii',0.010987
226,"<= num; i += 6) {
    if (num % i === 0 || num % (",'i',0.598918,0.740,1,'i',0.598918,'num',0.073687,' i',0.040362,'1',0.024939,'6',0.014648,'a',0.013949,'x',0.012695,' 1',0.011315,'2',0.010982,'n',0.008990
227,"= num; i += 6) {
    if (num % i === 0 || num % (i",' +',0.235732,2.085,1,' +',0.235732,' -',0.199416,'-',0.156585,' *',0.076519,'+',0.065951,' %',0.035259,')',0.034690,' /',0.033768,"','",0.015011,'*',0.013995
228,"num; i += 6) {
    if (num % i === 0 || num % (i +",' 2',0.069536,3.846,3,' 1',0.483673,' i',0.080266,' 2',0.069536,' 3',0.062988,' 6',0.061407,' 7',0.030753,' 5',0.029314,' num',0.024802,' 4',0.016157,' (',0.012343
229,"m; i += 6) {
    if (num % i === 0 || num % (i + 2",')',0.653187,0.614,1,')',0.653187,'))',0.084090,' )',0.040595,' -',0.029628,' +',0.027709,' *',0.018088,')-',0.015020,')*',0.014482,')/',0.013290,')))',0.009434
230,"; i += 6) {
    if (num % i === 0 || num % (i + 2)",' ===',0.377729,1.405,1,' ===',0.377729,' %',0.221190,' ==',0.082255,' >',0.049290,' !',0.043223,' +',0.027933,' -',0.027826,' )',0.023603,' *',0.020563,' /',0.016837
231,"+= 6) {
    if (num % i === 0 || num % (i + 2) ===",' 0',0.675090,0.567,1,' 0',0.675090,' num',0.090403,' 1',0.077373,' -',0.024476,' 2',0.019891,' 3',0.018269,' i',0.006759,' n',0.006227,' 5',0.005562,' 4',0.004944
232," 6) {
    if (num % i === 0 || num % (i + 2) === 0",')',0.900211,0.152,1,')',0.900211,' ||',0.049197,' &&',0.017115,'){',0.015010,' )',0.004739,'))',0.002296,'.',0.000950,';',0.000943,"','",0.000900,' +',0.000818
233,"6) {
    if (num % i === 0 || num % (i + 2) === 0)",' {',0.948972,0.076,1,' {',0.948972,'\n',0.019056,' ',0.010301,' return',0.007710,' break',0.001238,' ||',0.000759,' *',0.000432,' then',0.000421,' +',0.000384,' (',0.000372
234," {
    if (num % i === 0 || num % (i + 2) === 0) {",'\n',0.775257,0.367,1,'\n',0.775257,' ',0.206269,' \xa0',0.003797,' }',0.000850,' return',0.000730,'\xa0',0.000670,'\n\xa0',0.000571,' //',0.000545,' let',0.000370,' i',0.000366
235,"{
    if (num % i === 0 || num % (i + 2) === 0) {
",' ',0.134413,2.895,2,'\n',0.854806,' ',0.134413,'\xa0',0.002507,' (',0.000505,'.',0.000413,' |',0.000405,"' ""'",0.000374,' .',0.000364,'\\',0.000343,"','",0.000301
236,"
    if (num % i === 0 || num % (i + 2) === 0) {
 ",' ',0.996225,0.005,1,' ',0.996225,'\xa0',0.001635,' \xa0',0.000395,' }',0.000357,' *',0.000185,'\n',0.000147,' .',0.000110,' [',0.000044,' i',0.000044,' e',0.000040
237,"    if (num % i === 0 || num % (i + 2) === 0) {
  ",' ',0.994459,0.008,1,' ',0.994459,'\xa0',0.001030,' }',0.000889,' \xa0',0.000445,' *',0.000244,' .',0.000243,' e',0.000178,' i',0.000115,' t',0.000103,'\n',0.000103
238,"   if (num % i === 0 || num % (i + 2) === 0) {
   ",' ',0.259415,1.947,2,' return',0.452807,' ',0.259415,' a',0.025346,' if',0.018078,' }',0.012105,' c',0.007139,' temp',0.006787,' b',0.005508,' t',0.005404,' n',0.004720
239,"  if (num % i === 0 || num % (i + 2) === 0) {
    ",' ',0.009608,6.702,4,' return',0.778531,' a',0.021117,' if',0.010653,' ',0.009608,' temp',0.009163,' num',0.005111,'return',0.004836,' i',0.004753,' t',0.003758,' for',0.003663
240," if (num % i === 0 || num % (i + 2) === 0) {
     ",' return',0.745508,0.424,1,' return',0.745508,' a',0.018169,' temp',0.012703,' if',0.009661,'return',0.008205,' i',0.007701,' num',0.006379,' ',0.005984,' n',0.004889,' set',0.004428
241,"m % i === 0 || num % (i + 2) === 0) {
      return",' false',0.649430,0.623,1,' false',0.649430,' true',0.284023,' 0',0.007736,' (',0.005869,' 1',0.003252,' True',0.002965,' a',0.001995,' ',0.001713,' False',0.001691,' -',0.001609
242,"=== 0 || num % (i + 2) === 0) {
      return false",';',0.997210,0.004,1,';',0.997210,'.',0.001358,"','",0.000813,':',0.000119,' ;',0.000115,'\n',0.000094,');',0.000040,';}',0.000019,' (',0.000017,"'"";'",0.000015
243,"== 0 || num % (i + 2) === 0) {
      return false;",'\n',0.881401,0.182,1,'\n',0.881401,' ',0.111777,' }',0.001407,' //',0.000522,'\xa0',0.000450,' \xa0',0.000353,' (',0.000283,'\n\n',0.000236,' \\',0.000226,'<|endoftext|>',0.000173
244,"= 0 || num % (i + 2) === 0) {
      return false;
",' ',0.256220,1.965,2,'\n',0.731699,' ',0.256220,'\xa0',0.001779,' }',0.001132,' |',0.000652,' (',0.000550,"' ""'",0.000482,' .',0.000468,"','",0.000373,' I',0.000311
245," 0 || num % (i + 2) === 0) {
      return false;
 ",' ',0.071738,3.801,2,' }',0.921465,' ',0.071738,'}',0.001057,'\xa0',0.000709,'\n',0.000530,' };',0.000512,"' },'",0.000470,' .',0.000217,' ;',0.000152,' ]',0.000142
246,"0 || num % (i + 2) === 0) {
      return false;
  ",' ',0.460818,1.118,2,' }',0.529129,' ',0.460818,'\xa0',0.001327,'}',0.000678,'\n',0.000647,' .',0.000492,' ;',0.000422,' ]',0.000369,' \xa0',0.000301,' };',0.000274
247," || num % (i + 2) === 0) {
      return false;
   ",' }',0.738599,0.437,1,' }',0.738599,' ',0.138271,'\n',0.088467,'}',0.003157,' if',0.002834,' return',0.001468,'\xa0',0.000902,' c',0.000876,' \xa0',0.000788,' t',0.000713
248,"| num % (i + 2) === 0) {
      return false;
    }",'\n',0.985132,0.022,1,'\n',0.985132,' ',0.009556,' }',0.000871,' else',0.000789,'\xa0',0.000255,' if',0.000212,' //',0.000189,' \xa0',0.000143,' .',0.000135,'<|endoftext|>',0.000129
249," num % (i + 2) === 0) {
      return false;
    }
",' ',0.024792,5.334,2,'\n',0.971798,' ',0.024792,'\xa0',0.000468,'.',0.000188,'\\',0.000137,"','",0.000137,' |',0.000134,' }',0.000119,' (',0.000116,' .',0.000109
250,"num % (i + 2) === 0) {
      return false;
    }
 ",' }',0.000183,12.412,4,' ',0.997750,'\xa0',0.000751,'\n',0.000198,' }',0.000183,' *',0.000148,' \xa0',0.000143,' .',0.000069,' [',0.000038,' |',0.000035,' i',0.000033
251,"m % (i + 2) === 0) {
      return false;
    }
  }",'\n',0.944341,0.083,1,'\n',0.944341,' ',0.030055,' else',0.014252,' }',0.001758,' if',0.001465,' for',0.000794,'\xa0',0.000760,' \xa0',0.000553,' return',0.000404,'<|endoftext|>',0.000373
252," % (i + 2) === 0) {
      return false;
    }
  }
",' ',0.000922,10.083,2,'\n',0.998185,' ',0.000922,'\xa0',0.000095,'.',0.000078,'\\',0.000048,"','",0.000037,'}',0.000034,'<|endoftext|>',0.000028,' (',0.000025,' -',0.000020
253,"% (i + 2) === 0) {
      return false;
    }
  }
 ",' ',0.993670,0.009,1,' ',0.993670,'\xa0',0.002708,'\n',0.000913,' }',0.000650,' \xa0',0.000332,' *',0.000186,' .',0.000121,' [',0.000066,' ;',0.000059,' l',0.000054
254," (i + 2) === 0) {
      return false;
    }
  }
  ",'\n',0.621480,0.686,1,'\n',0.621480,' return',0.101404,' ',0.082300,' if',0.043304,' }',0.041692,' for',0.028889,' else',0.010223,' while',0.002734,'\xa0',0.001865,' let',0.001670
255,"(i + 2) === 0) {
      return false;
    }
  }
  
",' ',0.000516,10.921,6,'\n',0.984742,'}',0.005099,'for',0.001627,'return',0.001157,'if',0.000751,' ',0.000516,' for',0.000393,'\\',0.000376,' }',0.000172,' if',0.000122
256,"i + 2) === 0) {
      return false;
    }
  }
  
 ",' return',0.480573,1.057,1,' return',0.480573,' if',0.154206,' for',0.128398,' ',0.033211,' }',0.017401,'\n',0.010479,' while',0.008730,' num',0.006141,' let',0.005645,' a',0.005571
257,"=== 0) {
      return false;
    }
  }
  
  return",' true',0.272841,1.874,2,' false',0.554880,' true',0.272841,' 0',0.027399,' (',0.021803,' 1',0.012427,' a',0.007142,' True',0.005327,' -',0.005215,' !',0.004849,' False',0.004489
258,") {
      return false;
    }
  }
  
  return true",';',0.989100,0.016,1,';',0.989100,' ;',0.003336,"','",0.002675,'.',0.001668,' ?',0.000442,' ||',0.000297,' &&',0.000281,'\n',0.000214,'?',0.000170,':',0.000156
259," {
      return false;
    }
  }
  
  return true;",'\n',0.984260,0.023,1,'\n',0.984260,' }',0.003659,'<|endoftext|>',0.001839,' //',0.001527,' ',0.001110,'\n\n',0.000623,'\xa0',0.000421,' /*',0.000418,' (',0.000378,' 0',0.000178
260,"{
      return false;
    }
  }
  
  return true;
",'}',0.000013,16.206,5,'\n',0.999739,'.',0.000030,"','",0.000020,'\n\n',0.000015,'}',0.000013,' (',0.000013,'<|endoftext|>',0.000013,'\xa0',0.000012,' ',0.000011,'-',0.000009
261,"
      return false;
    }
  }
  
  return true;
}",'\n',0.951456,0.072,1,'\n',0.951456,' else',0.020796,'<|endoftext|>',0.007011,' ',0.003541,' function',0.001622,' //',0.001217,'\n\n',0.001082,' }',0.000985,' catch',0.000568,' */',0.000386
262,"      return false;
    }
  }
  
  return true;
}
",'\n',0.999848,0.000,1,'\n',0.999848,'.',0.000021,'<|endoftext|>',0.000015,'\n\n',0.000010,' (',0.000010,"','",0.000010,'-',0.000006,'\xa0',0.000006,"' ""'",0.000004,' -',0.000003
263,"     return false;
    }
  }
  
  return true;
}

",'const',0.002917,8.421,not_in_top10,'function',0.842748,'}',0.033338,'//',0.009466,'return',0.007068,'if',0.005976,'/**',0.004373,'var',0.003654,'void',0.003648,'Function',0.003544,'func',0.003248
264,"return false;
    }
  }
  
  return true;
}

const",' numbers',0.002463,8.665,not_in_top10,' int',0.054404,' is',0.029283,'expr',0.024664,' n',0.022329,' std',0.021601,' char',0.021194,' uint',0.017025,' num',0.012508,' math',0.011454,' {',0.010321
265,"alse;
    }
  }
  
  return true;
}

const numbers",' =',0.524671,0.931,1,' =',0.524671,'_',0.029788,'[',0.016704,':',0.015885,'[]',0.015540,'ize',0.013288,';',0.013226,'.',0.011617,'1',0.009827,' (',0.008787
266,"se;
    }
  }
  
  return true;
}

const numbers =",' [',0.057607,4.118,3,' {',0.090882,' [];',0.059913,' [',0.057607,' (',0.051782,' 0',0.041571,' Math',0.038137,' numbers',0.031381,' new',0.027908,' 1',0.023921,' math',0.017868
267,";
    }
  }
  
  return true;
}

const numbers = [",'1',0.091774,3.446,1,'1',0.091774,' 1',0.087277,'0',0.073289,' 0',0.057971,'\n',0.056139,"'],'",0.023978,'{',0.023923,' 2',0.019707,'2',0.016192,' {',0.014578
268,"
    }
  }
  
  return true;
}

const numbers = [1","','",0.795871,0.329,1,"','",0.795871,'..',0.021906,'.',0.018905,']',0.016608,' -',0.016021,' for',0.015954,"'],'",0.009620,'-',0.007131,'];',0.006729,' ..',0.006721
269,"    }
  }
  
  return true;
}

const numbers = [1,",' 2',0.343086,1.543,1,' 2',0.343086,' 3',0.098040,'2',0.080388,' 1',0.064097,' 0',0.041180,' 4',0.028763,'3',0.026252,' 5',0.023182,'1',0.018345,' 10',0.018336
270,"  }
  }
  
  return true;
}

const numbers = [1, 2","','",0.886269,0.174,1,"','",0.886269,'];',0.038309,']',0.016375,"'],'",0.012435,'].',0.006681,'.',0.004632,"',...'",0.002855,' +',0.002152,"' ,'",0.001800,"',-'",0.001756
271," }
  }
  
  return true;
}

const numbers = [1, 2,",' 3',0.893329,0.163,1,' 3',0.893329,' 4',0.028868,' 1',0.011175,' 5',0.010598,' 2',0.010101,' 0',0.004808,' 7',0.004394,' ...',0.004218,' 9',0.003220,' -',0.002769
272,"
  }
  
  return true;
}

const numbers = [1, 2, 3","','",0.701614,0.511,1,"','",0.701614,'];',0.199871,']',0.027442,"'],'",0.019869,'].',0.014368,'.',0.003483,' ];',0.003208,';',0.002556,'](',0.002053,"',...'",0.001912
273,"  }
  
  return true;
}

const numbers = [1, 2, 3,",' 4',0.897052,0.157,1,' 4',0.897052,' 5',0.034301,' 6',0.011448,' 3',0.006954,' 8',0.006863,' 2',0.006628,' 1',0.005747,' ...',0.004297,' 0',0.003690,' -',0.002043
274,"}
  
  return true;
}

const numbers = [1, 2, 3, 4","','",0.766215,0.384,1,"','",0.766215,'];',0.155958,']',0.020745,"'],'",0.014459,'].',0.013056,' ];',0.003148,'.',0.002555,';',0.002513,'](',0.002454,"',...'",0.001707
275,"
  
  return true;
}

const numbers = [1, 2, 3, 4,",' 5',0.906823,0.141,1,' 5',0.906823,' 6',0.033221,' 7',0.016825,' 1',0.005043,' 4',0.004353,' 10',0.004270,' 8',0.003964,' 9',0.003902,' 3',0.003384,' ...',0.002185
276," 
  return true;
}

const numbers = [1, 2, 3, 4, 5","','",0.672970,0.571,1,"','",0.672970,'];',0.230295,']',0.029098,'].',0.025728,"'],'",0.015107,' ];',0.003303,'](',0.002383,'.',0.002152,';',0.001851,'][',0.001252
277,"
  return true;
}

const numbers = [1, 2, 3, 4, 5,",' 6',0.916419,0.126,1,' 6',0.916419,' 7',0.034743,' 8',0.009295,' 5',0.006165,' 1',0.003462,' 4',0.003276,' ...',0.002753,' 2',0.002572,' 9',0.002448,' 10',0.002436
278," return true;
}

const numbers = [1, 2, 3, 4, 5, 6","','",0.696594,0.522,1,"','",0.696594,'];',0.223147,'].',0.022603,']',0.022216,"'],'",0.012121,' ];',0.003103,'](',0.002300,';',0.001873,'};',0.001562,'.',0.001437
279,"return true;
}

const numbers = [1, 2, 3, 4, 5, 6,",' 7',0.971686,0.041,1,' 7',0.971686,' 8',0.010629,' 9',0.003881,' 6',0.002483,' 1',0.001494,' 3',0.001398,' 0',0.000727,' 5',0.000631,'7',0.000559,' ...',0.000426
280,"turn true;
}

const numbers = [1, 2, 3, 4, 5, 6, 7","','",0.810941,0.302,1,"','",0.810941,'];',0.107110,'].',0.024621,']',0.022327,"'],'",0.012720,'](',0.003377,'};',0.002589,' ];',0.002032,';',0.001449,"',...'",0.001050
281,"urn true;
}

const numbers = [1, 2, 3, 4, 5, 6, 7,",' 8',0.975571,0.036,1,' 8',0.975571,' 9',0.011478,' 7',0.001735,' 10',0.001714,' ...',0.001079,' 0',0.000917,'8',0.000829,' 1',0.000672,' 4',0.000587,' 6',0.000415
282,"n true;
}

const numbers = [1, 2, 3, 4, 5, 6, 7, 8","','",0.756797,0.402,1,"','",0.756797,'];',0.155563,'].',0.023898,']',0.023143,"'],'",0.013357,' ];',0.003989,'};',0.003103,'](',0.003009,';',0.002139,"',...'",0.001610
283," true;
}

const numbers = [1, 2, 3, 4, 5, 6, 7, 8,",' 9',0.985138,0.022,1,' 9',0.985138,' 10',0.003788,' 8',0.001227,' 11',0.001225,'9',0.000751,' 1',0.000744,' ...',0.000704,' 3',0.000428,' [',0.000359,' 0',0.000358
284,"rue;
}

const numbers = [1, 2, 3, 4, 5, 6, 7, 8, 9","','",0.698593,0.517,1,"','",0.698593,'];',0.207441,'].',0.033695,']',0.021583,"'],'",0.014529,' ];',0.004074,'](',0.002878,'};',0.002133,';',0.001677,'.',0.001445
285,"ue;
}

const numbers = [1, 2, 3, 4, 5, 6, 7, 8, 9,",' 10',0.951689,0.071,1,' 10',0.951689,' 0',0.009907,' ...',0.005063,' 9',0.003388,' 5',0.002528,' 11',0.002447,' 1',0.002126,' 20',0.001490,' 12',0.001296,'10',0.001150
286,"
}

const numbers = [1, 2, 3, 4, 5, 6, 7, 8, 9, 10",'];',0.221573,2.174,2,"','",0.662551,'];',0.221573,']',0.036297,'].',0.033951,"'],'",0.018407,' ];',0.005441,'};',0.003041,'](',0.002129,';',0.001686,' };',0.001345
287,"

const numbers = [1, 2, 3, 4, 5, 6, 7, 8, 9, 10];",'\n',0.904379,0.145,1,'\n',0.904379,' const',0.010188,' for',0.007507,' //',0.007136,' numbers',0.006817,' ',0.004572,' let',0.003074,'\n\n',0.002511,' function',0.001983,' int',0.001843
288,"
const numbers = [1, 2, 3, 4, 5, 6, 7, 8, 9, 10];
",'const',0.000000,29.269,not_in_top10,'\n',0.999773,'.',0.000050,' (',0.000020,"','",0.000016,'\n\n',0.000010,'<|endoftext|>',0.000010,'-',0.000009,' and',0.000007,"' ""'",0.000005,':',0.000005
289,"t numbers = [1, 2, 3, 4, 5, 6, 7, 8, 9, 10];
const",' pr',0.002143,8.866,not_in_top10,' n',0.028582,' numbers',0.021015,' num',0.018236,' f',0.016892,' int',0.011998,' c',0.011678,' p',0.010944,' prime',0.010546,' is',0.009465,' pi',0.008693
290,"umbers = [1, 2, 3, 4, 5, 6, 7, 8, 9, 10];
const pr",'imes',0.983153,0.025,1,'imes',0.983153,' =',0.001861,'isms',0.000984,'_',0.000849,'n',0.000791,'1',0.000579,'ime',0.000453,'une',0.000439,'p',0.000297,'ac',0.000284
291,"rs = [1, 2, 3, 4, 5, 6, 7, 8, 9, 10];
const primes",' =',0.929941,0.105,1,' =',0.929941,';',0.006356,'1',0.002515,'_',0.002183,"','",0.001967,'[',0.001688,'=',0.001569,'[]',0.001387,':',0.001188,' (',0.001172
292," = [1, 2, 3, 4, 5, 6, 7, 8, 9, 10];
const primes =",' numbers',0.036275,4.785,5,' [',0.289076,' {',0.059855,' [];',0.058926,' (',0.040068,' numbers',0.036275,' 0',0.035078,' new',0.024429,' 1',0.022576,' Math',0.021832,' []',0.011726
293,", 3, 4, 5, 6, 7, 8, 9, 10];
const primes = numbers",'.',0.292453,1.774,1,'.',0.292453,'[',0.229430,';',0.139928,' +',0.028077,' *',0.022843,' %',0.018832,'(',0.016103,' .',0.012740,' -',0.009926,' ?',0.009639
294," 3, 4, 5, 6, 7, 8, 9, 10];
const primes = numbers.",'filter',0.006146,7.346,not_in_top10,'map',0.052797,'join',0.048548,'sum',0.032290,'as',0.030716,'sub',0.027549,'next',0.027428,'to',0.026342,'slice',0.024467,'new',0.024084,'length',0.022827
295," 5, 6, 7, 8, 9, 10];
const primes = numbers.filter",'(',0.699315,0.516,1,'(',0.699315,' (',0.048169,'((',0.034022,'([',0.012023,';',0.010367,' {',0.009682,' ((',0.008998,'.',0.008308,'By',0.007786,'_',0.005807
296,"5, 6, 7, 8, 9, 10];
const primes = numbers.filter(",'is',0.003284,8.250,not_in_top10,'n',0.078694,'function',0.077436,'num',0.075350,'0',0.062102,'1',0.054248,'Math',0.019358,'2',0.014756,'i',0.013822,'10',0.012332,'new',0.010732
297," 6, 7, 8, 9, 10];
const primes = numbers.filter(is",'Prime',0.918470,0.123,1,'Prime',0.918470,'prime',0.026823,'F',0.003570,' prime',0.002778,' Prime',0.002087,'(',0.002061,'N',0.001868,'_',0.001819,'Na',0.001379,'E',0.001152
298,", 8, 9, 10];
const primes = numbers.filter(isPrime",');',0.060780,4.040,3,'(',0.615384,"','",0.123486,');',0.060780,')',0.020775,'<',0.011755,').',0.010177,"'(),'",0.007945,'.',0.006239,'((',0.005466,'()',0.005306
299,"8, 9, 10];
const primes = numbers.filter(isPrime);",'\n',0.965313,0.051,1,'\n',0.965313,' //',0.010013,'\n\n',0.001940,' for',0.001674,' ',0.001457,'<|endoftext|>',0.001359,' const',0.001189,' /*',0.000932,' function',0.000858,' if',0.000721
300,", 9, 10];
const primes = numbers.filter(isPrime);
",'const',0.000000,24.855,not_in_top10,'\n',0.999667,'.',0.000055,'<|endoftext|>',0.000028,'\n\n',0.000017,'-',0.000016,' (',0.000015,"','",0.000013,"'""'",0.000010,'[',0.000007,' and',0.000006
301,"10];
const primes = numbers.filter(isPrime);
const",' fib',0.002004,8.963,not_in_top10,' prime',0.040928,' pr',0.030714,' n',0.028658,' p',0.012792,' f',0.011747,' numbers',0.011408,' is',0.010483,' c',0.010112,' num',0.009934,' r',0.009672
302,"
const primes = numbers.filter(isPrime);
const fib",'on',0.614439,0.703,1,'on',0.614439,' =',0.138689,'ons',0.074360,'s',0.023801,'_',0.014055,'n',0.005116,'1',0.004866,'(',0.002830,'Fun',0.002256,'en',0.002253
303,"onst primes = numbers.filter(isPrime);
const fibon",'acci',0.999416,0.001,1,'acci',0.999416,'c',0.000044,'asc',0.000038,'as',0.000029,' =',0.000024,'ics',0.000017,'ari',0.000016,'umbers',0.000015,'ars',0.000015,'ads',0.000013
304," primes = numbers.filter(isPrime);
const fibonacci",' =',0.775297,0.367,1,' =',0.775297,'_',0.021277,'(',0.019839,';',0.009360,'1',0.007600,'Numbers',0.007382,' (',0.006094,'F',0.004449,'Count',0.004335,'Number',0.004155
305,"rimes = numbers.filter(isPrime);
const fibonacci =",' numbers',0.404396,1.306,1,' numbers',0.404396,' fib',0.092444,' (',0.029744,' pr',0.028716,' Fib',0.025658,' functions',0.022363,' 0',0.015058,' Math',0.014378,' 1',0.013648,' new',0.013365
306,"numbers.filter(isPrime);
const fibonacci = numbers",'.',0.711385,0.491,1,'.',0.711385,'[',0.219280,';',0.019812,'.[',0.005056,' [',0.003466,' .',0.003328,' +',0.002783,'(',0.001608,"','",0.001607,' *',0.001376
307,"umbers.filter(isPrime);
const fibonacci = numbers.",'map',0.031395,4.993,3,'filter',0.490535,'f',0.045403,'map',0.031395,'range',0.018270,'for',0.015725,'sort',0.011649,'iter',0.009043,'is',0.008971,'to',0.008686,'join',0.007514
308,"ers.filter(isPrime);
const fibonacci = numbers.map",'(',0.701109,0.512,1,'(',0.701109,'((',0.132974,'{',0.015128,'(_',0.014148,'<',0.013640,'([',0.010729,'(&',0.009546,'f',0.007986,' (',0.005505,'[',0.004522
309,"rs.filter(isPrime);
const fibonacci = numbers.map(",'cal',0.000608,10.683,not_in_top10,'function',0.110554,'is',0.044209,'f',0.041494,'fun',0.034002,'|',0.032605,'0',0.031515,'1',0.026782,'n',0.025793,' |',0.017673,'Math',0.015056
310,"filter(isPrime);
const fibonacci = numbers.map(cal",'cul',0.666083,0.586,1,'cul',0.666083,'c',0.249087,'culation',0.014622,'culated',0.009079,'endar',0.005543,'culus',0.004524,'cs',0.004459,'ib',0.004025,'ibr',0.004016,'ar',0.001833
311,"ter(isPrime);
const fibonacci = numbers.map(calcul",'ate',0.958294,0.061,1,'ate',0.958294,'ates',0.005908,'ator',0.005642,'ations',0.005426,'ated',0.003094,'ating',0.002764,'ators',0.002232,'ATE',0.002150,'(',0.002085,'_',0.000557
312,"(isPrime);
const fibonacci = numbers.map(calculate",'F',0.827355,0.273,1,'F',0.827355,'(',0.042129,'Prime',0.020017,'f',0.004227,"','",0.003053,'Fs',0.002509,'Fun',0.001854,'Function',0.001749,'_',0.001708,'Inf',0.001707
313,"isPrime);
const fibonacci = numbers.map(calculateF",'ib',0.999177,0.001,1,'ib',0.999177,'ibo',0.000161,'IB',0.000138,'iber',0.000132,'ig',0.000032,'acci',0.000018,'ibr',0.000016,'ob',0.000014,'ic',0.000012,'im',0.000011
314,"Prime);
const fibonacci = numbers.map(calculateFib",'on',0.984353,0.023,1,'on',0.984353,'ons',0.003065,'ON',0.002968,'(',0.001021,'ron',0.000977,'onic',0.000873,'.',0.000583,"','",0.000342,')',0.000336,'or',0.000306
